Time,Speed (mph),Speed (m/s),Distance (m),Grade (%),Grade (radians),F_aero (N),F_roll (N),F_grade (N),Acceleration (m/s^2),F_inertia (N),Fthrust (N),Fbrake (N),P_veh (W),P_veh (kW),a,b,Tg (Nm),Tm (Nm),Wg (rad/s),Wm (rad/s),Pbatt (kW),Teng (Nm),Weng (rad/s),Peng (kW)
809,34.3,15.333471999999999,7805.318399999989,2.338259138872512,0.023378331343303773,70.53460907243519,293.9196613418365,458.1735561512419,0.13411199999999823,268.22399999999647,1090.85182656551,0.0,16726.545938791103,16.7265459387911,-3.6677718592236145e-05,0.7305068122564805,-40.09026936026936,-24.66855689647352,-101.04198476653843,210.22190112,357.6572235615813,144.3249696969697,123.75971059596154,18.277999891480327
810,34.2,15.288768000000001,7820.6071679999895,1.6379167742804985,0.016377703259793066,70.12392808734721,293.96057119422375,320.9886336907306,-0.044703999999997635,-89.40799999999527,595.6651329723063,0.0,9106.986023702742,9.106986023702742,-3.9131569788795385e-05,0.4497835150417981,-28.855493025493026,-31.576788578732177,-167.99230569722502,209.60900928000007,76.97965928246504,103.87977489177489,104.71975511965977,11.277999891480327
811,34.0,15.19936,7835.806527999989,0.9037603358004904,0.009037357311446951,69.30616332288,293.9879940291201,177.12979213671343,-0.0894080000000006,-178.8160000000012,361.6079494887124,0.0,5496.209403140756,5.496209403140756,-3.9900367415338524e-05,0.3137785531648869,-17.995209235209234,-20.412055354453393,-164.80526812922497,208.38322560000006,-126.43540662119267,64.78275324675324,104.71975511965977,7.277999891480327
812,34.0,15.19936,7851.005887999989,0.1487653410124482,0.0014876523126777365,69.30616332288,293.99967467297773,29.15797457351624,0.0,0.0,392.463812569374,0.0,5965.19877421444,5.96519877421444,-3.981913970453697e-05,0.3313027162157779,-17.995209235209234,-18.161445355863925,-164.80526812922497,208.38322560000006,272.2055587914392,64.78275324675324,104.71975511965977,7.277999891480327
813,33.9,15.154656,7866.1605439999885,-0.6074412446641329,-0.006074337736086647,68.89907954350079,293.9945760725745,-119.05628747601918,-0.04470400000000119,-89.40800000000237,154.42936814005373,0.0,2340.3239504598737,2.3403239504598736,-4.024485442760881e-05,0.19868521590330224,-7.509417989417988,-8.260492013912465,-163.2117493452249,207.77033376000003,-16.930350495533048,27.033904761904758,104.71975511965977,3.2779998914803277
814,33.6,15.020544000000001,7881.181087999988,-1.3432659235482278,-0.013431851409673767,67.68502261678081,293.97347944778136,-263.2563715794067,-0.13411199999999823,-268.22399999999647,0.0,-169.82186951484096,0.0,0.0,-4.0317956331711e-05,0.11633840337476276,-3.3899999999999997,-8.813999999999998,-158.43119299322498,205.93165824000005,-910.9585147835119,12.203999999999999,104.71975511965977,1.2779998914803277
815,33.1,14.797024,7895.978111999989,-2.038641470235451,-0.020383591168300807,65.6855757769728,293.9389249687493,-399.49072143847945,-0.2235200000000006,-447.0400000000012,0.0,-486.9062206927586,0.0,0.0,-4.0402496899264096e-05,0.11345278995719454,-3.3899999999999997,-8.813999999999998,-150.46359907322494,202.86719904000003,-919.7765321839729,12.203999999999999,104.71975511965977,1.2779998914803277
816,33.0,14.75232,7910.7304319999885,-2.6875773824072953,-0.02686930577184755,65.28928361471999,293.89387832473943,-526.5750268090209,-0.04470400000000119,-89.40800000000237,0.0,-256.79986486956386,0.0,0.0,-4.0419350966060705e-05,0.11287596679504375,-3.3899999999999997,-8.813999999999998,-148.8700802892249,202.25430720000003,-921.5401356640655,12.203999999999999,104.71975511965977,1.2779998914803277
817,32.5,14.5288,7925.2592319999885,-3.2696822718806957,-0.03268517832328946,63.325808832,293.8429708108859,-640.5154349180737,-0.22351999999999883,-447.0399999999977,0.0,-730.3866552751854,0.0,0.0,-4.0503345309222387e-05,0.1099934731570188,-3.3899999999999997,-8.813999999999998,-140.9024863692249,199.18984800000004,-930.3581530645265,12.203999999999999,104.71975511965977,1.2779998914803277
818,32.0,14.30528,7939.564511999988,-3.7755725893380863,-0.037737801024517854,61.39231076352,293.79067602497145,-739.4853489353255,-0.2235200000000006,-447.0400000000012,0.0,-831.3423621468353,0.0,0.0,-4.058762716489239e-05,0.10715189166408023,-3.3899999999999997,-8.813999999999998,-132.93489244922486,196.12538880000002,-939.1761704649879,12.203999999999999,104.71975511965977,1.2779998914803277
819,31.9,14.260575999999999,7953.825087999988,-4.20312066281111,-0.042006481741143034,61.00920835553279,293.7406500968533,-823.0849306197682,-0.04470400000000119,-89.40800000000237,0.0,-557.7430721673845,0.0,0.0,-4.0604570642539934e-05,0.10659085389909273,-3.3899999999999997,-8.813999999999998,-131.3413736652249,195.51249696000002,-940.9397739450799,12.203999999999999,104.71975511965977,1.2779998914803277
820,31.6,14.126464,7967.951551999988,-4.542539171666691,-0.04539418575603187,59.8670955429888,293.69713909366766,-889.4205059596175,-0.13411199999999823,-268.22399999999647,0.0,-804.0802713229575,0.0,0.0,-4.065530261211683e-05,0.10490827059995922,-3.3899999999999997,-8.813999999999998,-126.56081731322496,193.67382144000004,-946.2305843853565,12.203999999999999,104.71975511965977,1.2779998914803277
821,31.5,14.08176,7982.033311999988,-4.790819505585277,-0.047871592562863226,59.48878940927999,293.6631859920758,-937.9248796821024,-0.04470400000000119,-89.40800000000237,0.0,-674.180904280749,0.0,0.0,-4.067218012321942e-05,0.10434759310004083,-3.3899999999999997,-8.813999999999998,-124.9672985292249,193.06092960000004,-947.9941878654489,12.203999999999999,104.71975511965977,1.2779998914803277
822,30.6,13.679424000000001,7995.712735999988,-4.941221179081124,-0.04937205619675336,56.137992291532804,293.6417455921155,-967.2992082547416,-0.40233599999999825,-804.6719999999965,0.0,-1422.19147037109,0.0,0.0,-4.0823636326109275e-05,0.09934544742730478,-3.3899999999999997,-8.813999999999998,-110.62562947322495,187.54490304000004,-963.8666191862787,12.203999999999999,104.71975511965977,1.2779998914803277
823,30.0,13.4112,8009.123935999987,-4.999061716831594,-0.04994903628446178,53.95808563199999,293.6333250292984,-978.5940759599562,-0.2682240000000018,-536.4480000000036,0.0,-1167.4506652986615,0.0,0.0,-4.0924532152240605e-05,0.09609274035066317,-3.3899999999999997,-8.813999999999998,-101.06451676922485,183.86755200000002,-974.4482400668326,12.203999999999999,104.71975511965977,1.2779998914803277
824,29.9,13.366496,8022.490431999987,-4.967379077534012,-0.049632994703900944,53.5989645954048,293.63794951111566,-972.4073378476697,-0.04470399999999941,-89.40799999999882,0.0,-714.5784237411481,0.0,0.0,-4.094129541621324e-05,0.09555091396350979,-3.3899999999999997,-8.813999999999998,-99.47099798522491,183.25466016000004,-976.2118435469247,12.203999999999999,104.71975511965977,1.2779998914803277
825,29.9,13.366496,8035.8569279999865,-4.847079702337466,-0.04843289105291178,53.5989645954048,293.65524289503685,-948.9135782143412,0.0,0.0,0.0,-601.6593707238995,0.0,0.0,-4.094129541621324e-05,0.09555091396350979,-3.3899999999999997,-8.813999999999998,-99.47099798522491,183.25466016000004,-976.2118435469247,12.203999999999999,104.71975511965977,1.2779998914803277
826,29.9,13.366496,8049.223423999986,-4.640309700446493,-0.04636983418491093,53.5989645954048,293.6839828862912,-908.5230897686793,0.0,0.0,0.0,-561.2401422869832,0.0,0.0,-4.094129541621324e-05,0.09555091396350979,-3.3899999999999997,-8.813999999999998,-99.47099798522491,183.25466016000004,-976.2118435469247,12.203999999999999,104.71975511965977,1.2779998914803277
827,29.9,13.366496,8062.589919999986,-4.350757794296644,-0.04348015711246264,53.5989645954048,293.722136742545,-851.9425838600616,0.0,0.0,0.0,-504.6214825221118,0.0,0.0,-4.094129541621324e-05,0.09555091396350979,-3.3899999999999997,-8.813999999999998,-99.47099798522491,183.25466016000004,-976.2118435469247,12.203999999999999,104.71975511965977,1.2779998914803277
828,29.6,13.232384,8075.822303999986,-3.9876384686293753,-0.039855268669481095,52.5287958970368,293.76652986815816,-780.9564768653519,-0.134112,-268.22400000000005,0.0,-702.8851511001569,0.0,0.0,-4.09914930590679e-05,0.09392597254161827,-3.3899999999999997,-8.813999999999998,-94.69044163322494,181.41598464000003,-981.5026539872013,12.203999999999999,104.71975511965977,1.2779998914803277
829,29.5,13.18768,8089.009983999986,-3.556370524328126,-0.0355487232239641,52.17447113472,293.81425393876606,-696.6082348901912,-0.04470399999999941,-89.40799999999882,0.0,-440.02750981670397,0.0,0.0,-4.1008194589491673e-05,0.09338451104903467,-3.3899999999999997,-8.813999999999998,-93.09692284922494,180.80309280000003,-983.2662574672935,12.203999999999999,104.71975511965977,1.2779998914803277
830,29.5,13.18768,8102.197663999986,-3.0633415838082496,-0.030623839034228453,52.17447113472,293.86215130457737,-600.133431999109,0.0,0.0,0.0,-254.09680955981167,0.0,0.0,-4.1008194589491673e-05,0.09338451104903467,-3.3899999999999997,-8.813999999999998,-93.09692284922494,180.80309280000003,-983.2662574672935,12.203999999999999,104.71975511965977,1.2779998914803277
831,29.3,13.098272,8115.295935999986,-2.5209753343046226,-0.02520441484640811,51.469418815795194,293.90662135190746,-493.95422867797805,-0.0894080000000006,-178.8160000000012,0.0,-327.39418851027654,0.0,0.0,-4.104153947431303e-05,0.09232076718491344,-3.3899999999999997,-8.813999999999998,-89.90988528122489,179.57730912000002,-986.793464427478,12.203999999999999,104.71975511965977,1.2779998914803277
832,28.9,12.919455999999998,8128.2153919999855,-1.9436605571509533,-0.019434158528603026,50.07370300078079,293.94448182930097,-380.88553021585824,-0.1788160000000012,-357.6320000000024,0.0,-394.4993453857789,0.0,0.0,-4.110804091395938e-05,0.09023760915864676,-3.3899999999999997,-8.813999999999998,-83.53581014522484,177.12574176,-993.8478783478471,12.203999999999999,104.71975511965977,1.2779998914803277
833,28.2,12.606527999999999,8140.821919999986,-1.3490215224556668,-0.013489396970884315,47.67736446443519,293.9732517225015,-264.3841623999546,-0.31292799999999943,-625.8559999999989,0.0,-548.5895462130168,0.0,0.0,-4.122390227516966e-05,0.08659488063629717,-3.3899999999999997,-8.813999999999998,-72.38117865722488,172.83549888000002,-1006.1931027084927,12.203999999999999,104.71975511965977,1.2779998914803277
834,27.7,12.383008,8153.204927999986,-0.7440250247416966,-0.007440112961196254,46.0016661384192,293.99186281124776,-145.8248686679974,-0.22351999999999883,-447.0399999999977,0.0,-252.87133971832813,0.0,0.0,-4.1305677703324616e-05,0.08405778231260286,-3.3899999999999997,-8.813999999999998,-64.41358473722491,169.77103968000003,-1015.0111201089537,12.203999999999999,104.71975511965977,1.2779998914803277
835,27.0,12.070079999999999,8165.275007999986,-0.14327495204579282,-0.001432748540090157,43.70604936191999,293.9996982430999,-28.081861778171795,-0.3129280000000012,-625.8560000000024,0.0,-316.2321141731543,0.0,0.0,-4.141890878925222e-05,0.08058990234356156,-3.3899999999999997,-8.813999999999998,-53.258953249224824,165.4807968,-1027.3563444695997,12.203999999999999,104.71975511965977,1.2779998914803277
836,25.5,11.399519999999999,8176.674527999986,0.42616375278268104,0.0042616117287873154,38.98471686911999,293.997330287865,83.52733705571062,-0.67056,-1341.1200000000001,0.0,-924.6106157873045,0.0,0.0,-4.165522954485545e-05,0.07345576731868375,-3.3899999999999997,-8.813999999999998,-29.356171489224895,156.28741920000002,-1053.8103966709828,12.203999999999999,104.71975511965977,1.2779998914803277
837,23.7,10.594847999999999,8187.269375999986,0.9506019253409794,0.009505732933684943,33.67524124293119,293.9867173331026,186.30955968101446,-0.804672,-1609.344,0.0,-1095.3724817429518,0.0,0.0,-4.19256759184859e-05,0.06549579909024339,-3.3899999999999997,-8.813999999999998,-0.6728333772248637,145.25536608000002,-1085.5552593126433,12.203999999999999,104.71975511965977,1.2779998914803277
838,22.0,9.83488,8197.104255999986,1.4280053670799189,0.01427908312701585,29.01745938432,293.9700283536566,279.860518833105,-0.7599679999999989,-1519.9359999999976,0.0,-917.0879934289161,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,26.41698595077511,134.83620480000002,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
839,20.5,9.16432,8206.268575999986,1.860529274079539,0.018603146402961873,25.195428318719998,293.9491281399121,364.60063866297605,-0.67056,-1341.1200000000001,0.0,-657.374804878392,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,50.319767710775096,125.64282720000003,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
840,19.2,8.583167999999999,8214.851743999985,2.251531892032951,0.02251151544165817,22.101231874867192,293.9255082017805,441.1884370655343,-0.5811520000000012,-1162.3040000000024,0.0,-405.08882285782033,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,71.03551190277516,117.67523328,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
841,19.2,8.583167999999999,8223.434911999984,2.625957481284088,0.026253541411972153,22.101231874867192,293.89868629920255,514.5103026846374,0.0,0.0,830.510220858707,0.0,7128.408751347386,7.128408751347386,-4.054554909040714e-05,0.3455884223371173,-20.99114959114959,5.999978302887577,71.03551190277516,117.67523328,-436.80379641362674,75.56813852813852,104.71975511965977,8.277999891480327
842,20.1,8.985504,8232.420415999984,2.99717548419091,0.0299627850726881,24.221784640204802,293.86803790513187,587.1827191976976,0.4023360000000018,804.6720000000037,1709.944541743038,0.0,15364.713519610235,15.364713519610236,-3.810503963759719e-05,0.6917419959497757,-40.09026936026936,20.487731592040547,79.54178941833719,123.19125984000003,258.78125551817084,144.3249696969697,111.06640694509369,16.277999891480327
843,20.9,9.343136,8241.763551999984,3.357482631025759,0.0335622188831377,26.188257094348796,293.83443142971123,657.6959999483897,0.35763199999999884,715.2639999999976,1692.9826884724475,0.0,15817.767504043708,15.817767504043708,-3.796128243937426e-05,0.7072597120428517,-39.71577681577682,20.22422378535863,89.64158571789933,128.09439456,21.618689079087744,142.97679653679654,117.41305877052761,17.277999891480327
844,21.4,9.566656,8251.330207999985,3.696038231792715,0.036943565944401784,27.4562721067008,293.7993932391759,723.9291932596642,0.2235200000000006,447.0400000000012,1492.224858605542,0.0,14275.601896927861,14.275601896927862,-3.787177594929221e-05,0.6355722929733921,-39.34128427128427,6.554736649988541,35.97809865477508,131.15885376000003,-191.68533252054453,141.62862337662338,104.71975511965977,15.277999891480327
845,22.0,9.83488,8261.165087999985,4.0088226274982555,0.04006677215114329,29.01745938432,293.76404567233317,785.0986356244534,0.268224,536.4480000000001,1644.3281406811068,0.0,16171.769944221804,16.171769944221804,-3.7764715476121504e-05,0.716459385004,-39.71577681577682,16.675387330847997,72.11287909389934,134.83620480000002,210.81435924028756,142.97679653679654,117.41305877052761,17.277999891480327
846,22.6,10.103104,8271.268191999985,4.289768105441699,0.04287139647440376,30.6218131304448,293.7298617535583,840.0219950441426,0.268224,536.4480000000001,1700.8216699281459,0.0,17183.57821673773,17.18357821673773,-3.7658034135091405e-05,0.7577104414903187,-40.09026936026936,19.822314245950693,85.39971296146147,138.51355584000004,320.0444592778417,144.3249696969697,123.75971059596154,18.277999891480327
847,23.2,10.371328,8281.639519999984,4.532641758503634,0.04529541499079271,32.2693333450752,293.6984553922201,887.4865888791958,0.268224,536.4480000000001,1749.902377616491,0.0,18148.811526240486,18.148811526240486,-3.755173213801757e-05,0.7966717613993082,-40.46476190476191,22.428553957647566,98.68654682902361,142.19090688000003,357.5967309797961,145.67314285714286,130.10636242139546,19.277999891480327
848,24.0,10.72896,8292.368479999985,4.7326036155693165,0.04729075067387518,34.533174804480005,293.67130824485395,926.5532634590447,0.3576320000000006,715.2640000000013,1970.02174650838,0.0,21136.28451741855,21.13628451741855,-3.7372179205729074e-05,0.9235279772765362,-40.09026936026936,39.45762253043165,211.60210270061526,147.09404160000003,-382.49435920474116,144.3249696969697,165.01294746128204,24.277999891480327
849,25.0,11.176,8303.544479999984,4.88299638961808,0.04879120983169,37.4708928,293.6501238402856,955.928329682011,0.44703999999999944,894.0799999999989,2181.1293463222955,0.0,24376.301574497975,24.376301574497976,-3.708568347344995e-05,1.05923284233026,-40.09026936026936,54.85569691510821,298.48267443264496,153.22296000000003,-282.8987780706884,144.3249696969697,193.57288067573472,28.277999891480327
850,26.0,11.62304,8315.167519999985,4.97475550882518,0.04970657718336164,40.52851765247999,293.63687543403825,973.8477757731299,0.44703999999999944,894.0799999999989,2202.093168859647,0.0,25595.01698538243,25.59501698538243,-3.6801478113535886e-05,1.1055015728259168,-40.09026936026936,56.38478681571735,305.3954331642071,159.35187840000003,163.7363552027291,144.3249696969697,199.91953250116865,29.277999891480327
851,26.6,11.891264,8327.058783999984,4.999155231196926,0.049949969096915514,42.42064785530879,293.63331133649956,978.6123362810249,0.268224,536.4480000000001,1851.1142954728332,0.0,22012.088781641465,22.012088781641467,-3.663231227229266e-05,0.9470146548978293,-40.09026936026936,30.78457723243409,170.17061431661526,163.02922944000002,105.5961053117253,144.3249696969697,165.01294746128204,24.277999891480327
852,26.6,11.891264,8338.950047999984,4.952949076407622,0.049489048846155397,42.42064785530879,293.6400460790839,969.5894633491268,0.0,0.0,1305.6501572835195,0.0,15525.830711899853,15.525830711899852,-3.732362783213436e-05,0.6768085584155268,-40.09026936026936,-9.001282591731751,-24.036931541662792,163.02922944000002,-113.64891651984954,144.3249696969697,111.06640694509369,16.277999891480327
853,26.8,11.980672,8350.930719999984,4.835654845068065,0.04831890963951844,43.0609504714752,293.65686336514625,946.6821560794402,0.0894080000000006,178.8160000000012,1462.215969916063,0.0,17518.329928726216,17.518329928726217,-3.65761663799386e-05,0.7525617195299101,-40.09026936026936,2.418543274974539,18.471924033461498,164.25501312000003,-162.10056345628283,144.3249696969697,123.75971059596154,18.277999891480327
854,27.0,12.070079999999999,8363.000799999983,4.647387120194491,0.04644045608391966,43.70604936191999,293.6830197295361,909.9057888739138,0.08940799999999882,178.81599999999764,1426.1108579653674,0.0,17213.272144510618,17.21327214451062,-3.658571576442268e-05,0.739506243557911,-39.71577681577682,0.7587365127780288,-7.563060106100602,165.4807968,501.0930940164218,142.97679653679654,117.41305877052761,17.277999891480327
855,27.2,12.159488,8375.160287999983,4.389356139021206,0.043865404832062964,44.35594452664319,293.7171918120984,859.4862393443353,0.0894080000000006,178.8160000000012,1376.3753756830781,0.0,16736.01986411388,16.73601986411388,-3.679203754995242e-05,0.7221049603819734,-39.71577681577682,-2.8689427200658173,-10.750097674100653,166.70658048,95.76144349238626,142.97679653679654,117.41305877052761,17.277999891480327
856,27.8,12.427712,8387.587999999983,4.058689241271863,0.04056462820773316,46.334407666483195,293.7581462746405,794.8486852138998,0.268224,536.4480000000001,1671.3892391550237,0.0,20771.54410411776,20.77154410411776,-3.629716795415471e-05,0.8875896716478106,-40.09026936026936,17.675528631572703,105.35249576549104,170.38393152000003,-46.97896077856376,144.3249696969697,152.3196438104142,22.277999891480327
857,28.1,12.561824,8400.149823999984,3.6608532957403805,0.0365921920302353,47.3398266620928,293.80319064984144,717.0469191930075,0.134112,268.22400000000005,1326.4139365049418,0.0,16662.178421522254,16.662178421522253,-3.681903389796085e-05,0.7199169299717728,-39.71577681577682,-6.51310312693208,-25.09176673010073,172.22260704000004,218.95077182102068,142.97679653679654,117.41305877052761,17.277999891480327
858,28.8,12.874752,8413.024575999983,3.19330114559615,0.031922163878169325,49.7277717184512,293.8502161117433,625.5681544955373,0.3129280000000012,625.8560000000024,1595.0021423257342,0.0,20535.257021912534,20.535257021912535,-3.602239598988806e-05,0.8728375996976175,-40.46476190476191,11.130214403252452,55.1453880681478,176.51284992000004,414.59629794134,145.67314285714286,142.7996660722633,21.277999891480327
859,28.9,12.919455999999998,8425.944031999983,2.671000877273408,0.026703659631463574,50.07370300078079,293.8951826695209,523.3295271578125,0.044703999999997635,89.40799999999527,956.7064128281096,0.0,12360.126405450595,12.360126405450595,-3.856333327424794e-05,0.5590959263142656,-36.71983645983646,-25.689925428097823,-83.53581014522484,177.12574176,-259.0641066615067,132.19141125541125,104.71975511965977,14.277999891480327
860,29.0,12.96416,8438.908191999983,2.102152441883907,0.021018428737593544,50.420833351679995,293.935061561781,411.93087161159633,0.04470400000000119,89.40800000000237,845.6947665250598,0.0,10963.722264393518,10.963722264393517,-3.90703475698655e-05,0.5052885071845439,-31.476940836940834,-20.155526371154863,-85.12932892922497,177.73863360000004,107.42999397588937,113.316987012987,104.71975511965977,12.277999891480327
861,29.1,13.008864,8451.917055999982,1.4958900306722147,0.014957784678620262,50.76916277114881,293.9671115207934,293.161647646308,0.04470400000000119,89.40800000000237,727.3059219382526,0.0,9461.423824889345,9.461423824889346,-3.95613127667998e-05,0.4471082983089295,-26.234045214045214,-15.159216175171629,-86.72284771322497,178.35152544000005,378.45884419796494,94.44256277056276,104.71975511965977,10.277999891480327
862,29.0,12.96416,8464.881215999982,0.8665497337847556,0.008665280447782763,50.420833351679995,293.9889622675361,169.83737132572665,-0.04470400000000119,-89.40800000000237,424.8391669449404,0.0,5507.682934540919,5.507682934540918,-4.0607283614277584e-05,0.2928605502159919,-15.373761423761424,-8.984240172608267,-85.12932892922497,177.73863360000004,182.39569964526413,55.345541125541125,104.71975511965977,6.277999891480327
863,28.1,12.561824,8477.443039999982,0.24276075618978668,0.002427602793058933,47.3398266620928,293.9991336918933,47.58096800945747,-0.402336,-804.672,0.0,-415.7520716365565,0.0,0.0,-4.1240398984917646e-05,0.08607480862970984,-3.3899999999999997,-8.813999999999998,-70.78765987322495,172.22260704000004,-1007.9567061885849,12.203999999999999,104.71975511965977,1.2779998914803277
864,27.5,12.2936,8489.736639999983,-0.37148115533443465,-0.0037147944655695356,45.33978028799999,293.99797144673835,-72.80980406600965,-0.268224,-536.4480000000001,0.0,-269.9200523312714,0.0,0.0,-4.1338089176898175e-05,0.08306662646065577,-3.3899999999999997,-8.813999999999998,-61.226547169224915,168.54525600000002,-1018.5383270691383,12.203999999999999,104.71975511965977,1.2779998914803277
865,27.0,12.070079999999999,8501.806719999982,-0.9691542261895185,-0.009691238849755547,43.70604936191999,293.9861938518216,-189.94530814190932,-0.2235200000000006,-447.0400000000012,0.0,-299.293064928169,0.0,0.0,-4.141890878925222e-05,0.08058990234356156,-3.3899999999999997,-8.813999999999998,-53.258953249224824,165.4807968,-1027.3563444695997,12.203999999999999,104.71975511965977,1.2779998914803277
866,25.8,11.533632,8513.340351999983,-1.5272066450995336,-0.015270879285158225,39.9074001334272,293.965720302317,-299.2976009847796,-0.5364479999999983,-1072.8959999999965,0.0,-1038.320480549032,0.0,0.0,-4.160856642507293e-05,0.07485498915741096,-3.3899999999999997,-8.813999999999998,-34.136727841225,158.12609472000005,-1048.519586230706,12.203999999999999,104.71975511965977,1.2779998914803277
867,25.0,11.176,8524.516351999982,-2.0486674052189224,-0.020483808661980355,37.4708928,293.938322953273,-401.4545742527223,-0.3576320000000006,-715.2640000000013,0.0,-785.3093584994506,0.0,0.0,-4.173227936246699e-05,0.07115301452557554,-3.3899999999999997,-8.813999999999998,-21.38857756922492,153.22296000000003,-1062.6284140714442,12.203999999999999,104.71975511965977,1.2779998914803277
868,24.5,10.95248,8535.468831999982,-2.5349394744139593,-0.025343967065471838,35.987045445119996,293.90558450389034,-496.68857860641293,-0.2235200000000006,-447.0400000000012,0.0,-613.8359486574038,0.0,0.0,-4.180684160652156e-05,0.0689760924699162,-3.3899999999999997,-8.813999999999998,-13.420983649224885,150.1585008,-1071.4464314719053,12.203999999999999,104.71975511965977,1.2779998914803277
869,24.8,11.086592,8546.555423999982,-2.9962045881743746,-0.02995308482349324,36.873756652339196,293.8681233285866,-586.9926796235361,0.134112,268.22400000000005,11.973200357389771,0.0,132.74198729663456,0.13274198729663456,-4.1762130562861586e-05,0.07499414633639312,-3.3899999999999997,-7.940681228490898,-18.20154000122487,151.99717632000002,-953.3249318294895,12.203999999999999,104.71975511965977,1.2779998914803277
870,25.1,11.220704000000001,8557.776127999981,-3.4255679823566303,-0.03424229012216802,37.771259476684804,293.8276542794718,-671.0177365538078,0.13411200000000179,268.22400000000357,0.0,-71.19482279764765,0.0,0.0,-4.171729436412601e-05,0.07159110988964312,-3.3899999999999997,-8.813999999999998,-22.982096353224975,153.83585184000006,-1060.864810591352,12.203999999999999,104.71975511965977,1.2779998914803277
871,25.5,11.399519999999999,8569.175647999982,-3.8176271401050172,-0.03815774121707872,38.98471686911999,293.785992025853,-747.7102510270482,0.17881599999999764,357.6319999999953,0.0,-57.30754213207996,0.0,0.0,-4.165522954485545e-05,0.07345576731868375,-3.3899999999999997,-8.813999999999998,-29.356171489224895,156.28741920000002,-1053.8103966709828,12.203999999999999,104.71975511965977,1.2779998914803277
872,25.7,11.488928,8580.664575999983,-4.162608524157877,-0.041602067936900626,39.598639976755194,293.74561907961885,-815.1653452765694,0.0894080000000006,178.8160000000012,0.0,-303.00508622019413,0.0,0.0,-4.162413158196088e-05,0.07438851500623267,-3.3899999999999997,-8.813999999999998,-32.543209057224885,157.51320288000002,-1050.2831897107985,12.203999999999999,104.71975511965977,1.2779998914803277
873,26.2,11.712448,8592.377023999983,-4.457778638156263,-0.04454829352390836,41.1544314458112,293.70831932568865,-872.8577811592222,0.2235200000000006,447.0400000000012,0.0,-90.9550303877212,0.0,0.0,-4.1546199372485086e-05,0.07672152511930364,-3.3899999999999997,-8.813999999999998,-40.51080297722492,160.57766208000004,-1041.4651723103375,12.203999999999999,104.71975511965977,1.2779998914803277
874,26.9,12.025376,8604.402399999983,-4.697250963837265,-0.04693800832546148,43.38290038241279,293.67619249301964,-919.6471854959296,0.31292799999999943,625.8559999999989,43.267907379501594,0.0,520.3128549716813,0.5203128549716813,-4.1435036306498476e-05,0.09842007384961549,-3.3899999999999997,-5.658062189678949,-51.66543446522495,164.86790496000003,-586.8540212237624,12.203999999999999,104.71975511965977,1.2779998914803277
875,27.5,12.2936,8616.695999999984,-4.871911985854747,-0.04868062886142436,45.33978028799999,293.65170765711633,-953.7635161342795,0.268224,536.4480000000001,0.0,-78.32402818916307,0.0,0.0,-4.1338089176898175e-05,0.08306662646065577,-3.3899999999999997,-8.813999999999998,-61.226547169224915,168.54525600000002,-1018.5383270691383,12.203999999999999,104.71975511965977,1.2779998914803277
876,27.8,12.427712,8629.123711999984,-4.973726220891405,-0.049696309708910126,46.334407666483195,293.63702540291786,-973.6467817806988,0.134112,268.22400000000005,0.0,-365.45134871129767,0.0,0.0,-4.128945432694692e-05,0.08455345427871719,-3.3899999999999997,-8.813999999999998,-66.0071035212249,170.38393152000003,-1013.2475166288617,12.203999999999999,104.71975511965977,1.2779998914803277
877,28.4,12.695936,8641.819647999984,-4.9985118560531365,-0.04994355138227912,48.35603727482879,293.63340553727335,-978.4867059408796,0.268224,536.4480000000001,0.0,-100.04926312877728,0.0,0.0,-4.1190867266705707e-05,0.08763527150383055,-3.3899999999999997,-8.813999999999998,-75.56821622522487,174.06128256000002,-1002.6658957483085,12.203999999999999,104.71975511965977,1.2779998914803277
878,29.0,12.96416,8654.783807999984,-4.940796320321637,-0.049367817956215636,50.420833351679995,293.641807084179,-967.2162399560718,0.268224,536.4480000000001,0.0,-86.70559952021267,0.0,0.0,-4.1091435344082835e-05,0.09075829637652921,-3.3899999999999997,-8.813999999999998,-85.12932892922497,177.73863360000004,-992.0842748677545,12.203999999999999,104.71975511965977,1.2779998914803277
879,29.2,13.053568,8667.837375999983,-4.798904185764749,-0.04795225391851053,51.1186912591872,293.662050222369,-939.5040280082563,0.0894080000000006,178.8160000000012,0.0,-415.90728652669895,0.0,0.0,-4.105818454469617e-05,0.09179987705864812,-3.3899999999999997,-8.813999999999998,-88.31636649722495,178.96441728000005,-988.5570679075703,12.203999999999999,104.71975511965977,1.2779998914803277
