Optimal_Peng (kW),Optimal_Pbatt (kW),P_veh (kW)
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
3.2779998914803277,0.08043565787368312,3.358435549354011
6.277999891480327,0.43341277141989387,6.711412662900221
9.277999891480327,0.7852957132936549,10.063295604773982
13.277999891480327,0.15173722686938262,13.42973711834971
16.277999891480327,0.5644167703406673,16.842416661820995
20.277999891480327,0.07556169916115607,20.353561590641483
14.277999891480327,0.8055323678930488,15.083532259373376
13.277999891480327,0.7243720480725884,14.002371939552916
8.277999891480327,0.9755444567050304,9.253544348185358
,,0.6824663075463517
,,0.0
,,0.0
,,0.0
,,1.1424634125522375
,,1.2554462963327804
2.2779998914803277,0.17458081411457682,2.4525807055949045
5.277999891480327,0.5525605149813071,5.830560406461634
18.277999891480327,0.23045564748786163,18.50845553896819
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
2.2779998914803277,0.2965909741698085,2.574590865650136
13.277999891480327,0.12391268143669443,13.401912572917022
