a,b
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485709,0.19370165270542583
-0.035707001584857095,0.32626726458689015
-0.035707001584857095,0.43339308659384174
-0.035707001584857095,0.6051636006301964
-0.035707001584857095,0.734895257178544
-0.035707001584857095,0.8318295115685095
-0.03570700158485708,0.32729685159901867
-0.035707001584857095,0.4651069893468626
-0.035707001584857095,1.085049915577061
-0.035707001584857095,0.6680935323740644
-0.035707001584857095,0.6202762487007207
-0.03570700158485709,0.4556598706426228
-0.035707001584857075,0.3124096150825164
-0.035707001584857095,0.2617485142406123
-0.03570700158485709,0.27024050291990953
-0.035707001584857095,0.3054923808903378
-0.035707001584857095,0.27810692916998125
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.035707001584857095,0.35565080266243915
-0.035707001584857095,0.4276786399439592
-0.03570700158485709,0.4348126806378108
-0.035707001584857095,0.49139210628609603
-0.035707001584857095,0.6652599588721638
-0.035707001584857095,0.977480722238161
-0.035707001584857095,1.0657761735828932
-0.035707001584857095,0.9994202244261228
-0.035707001584857095,0.5315934733051143
-0.03570700158485709,0.3760562479908642
-0.035707001584857095,0.3826382369701479
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.035707001584857095,0.219531378552679
-0.035707001584857095,0.7002409221811747
-0.035707001584857095,0.8088192361409792
-0.035707001584857095,0.7546326774817177
-0.035707001584857095,0.704610205628722
-0.035707001584857095,0.4857810103075862
-0.035707001584857095,0.2409826682848506
-0.035707001584857095,0.1662929713880863
-0.03570700158485708,0.05489099979578371
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485709,0.06333209313941068
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.08137134612496477
-0.035707001584857095,0.19951787289324407
-0.03570700158485708,0.3299183503511047
-0.035707001584857095,0.5183721339199074
-0.035707001584857095,0.42185709830816187
-0.035707001584857095,0.4056225121161263
-0.035707001584857095,0.38709786236055377
-0.035707001584857095,0.4547835814575873
-0.03570700158485709,0.5223804313555894
-0.035707001584857095,0.45081016586962036
-0.035707001584857095,0.4156305844858411
-0.03570700158485709,0.5069142645480265
-0.035707001584857095,0.5481289470925905
-0.035707001584857095,0.6730133966974464
-0.035707001584857095,0.8432456144240172
-0.035707001584857095,0.5057102882051312
-0.035707001584857095,0.46647261411442886
-0.035707001584857095,0.5058379269164359
-0.035707001584857095,0.8040716614316915
-0.035707001584857095,0.8908158896417145
-0.035707001584857095,0.8366028492592624
-0.035707001584857095,0.7230082159345064
-0.035707001584857095,0.6421500419246609
-0.03570700158485709,0.5060200310984138
-0.03570700158485709,0.2738526475529529
-0.03570700158485709,0.17271333447334347
-0.035707001584857095,0.41465675775926314
-0.03570700158485709,0.4436666694187743
-0.03570700158485709,0.4734558688179374
-0.035707001584857095,0.4132498503156037
-0.035707001584857095,0.39682812063203604
-0.03570700158485709,0.24058199412695302
-0.03570700158485708,0.08306944588246035
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.03570700158485708,0.050522135270653745
-0.035707001584857075,0.17044179875407783
-0.035707001584857075,0.29016655786146195
-0.03570700158485708,0.4098522473792037
-0.035707001584857095,0.530057779839781
