We (rad/s),Te (Nm),Fuel Consumption (g/s)
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.348073650378,52.6431726358379,0.309980877003866
113.097335529233,78.6590536632571,0.440060747146171
146.921816432883,83.667079725434,0.591244472754348
181.68877513261,86.6438723432481,0.744133390715724
145.665179371447,83.5646135156539,0.585880942105326
137.392318716994,82.6818996118957,0.549752380781263
105.557513160617,67.4801269200691,0.36877186217843
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
174.567831784473,86.0869752297047,0.712539429143763
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
130.899693899575,82.0648806538399,0.522138463894487
114.982291121386,79.0401583555829,0.44862616741657
